year,month,day,max_tmp
2014,06,26,31.000
2014,06,27,29.900
2014,06,28,31.000
2014,06,29,31.000
2014,06,30,31.600
2014,07,01,32.200
2014,07,02,31.200
2014,07,03,30.100
2014,07,04,31.200
2014,07,05,30.900
2014,07,06,31.300
2014,07,07,32.200
2014,07,08,30.800
2014,07,09,31.500
2014,07,10,31.400
2014,07,11,32.100
2014,07,12,
2014,07,13,31.000
2014,07,14,31.000
2014,07,15,31.300
2014,07,16,30.900
2014,07,17,31.400
2014,07,18,30.800
2014,07,19,30.900
2014,07,20,31.300
2014,07,21,31.500
2014,07,22,30.300
2014,07,23,31.900
2014,07,24,30.600
2014,07,25,31.100
2014,07,26,31.800
2014,07,27,32.600
2014,07,28,31.900
2014,07,29,32.400
2014,07,30,31.300
2014,07,31,32.200
2014,08,01,31.200
2014,08,02,32.300
2014,08,03,31.000
2014,08,04,30.900
2014,08,05,31.400
2014,08,06,31.500
2014,08,07,31.800
2014,08,08,32.200
2014,08,09,31.000
2014,08,10,31.800
2014,08,11,31.700
2014,08,12,32.700
2014,08,13,31.900
2014,08,14,32.800
2014,08,15,32.400
2014,08,16,32.900
2014,08,17,31.700
2014,08,18,32.500
2014,08,19,32.200
2014,08,20,31.700
2014,08,21,31.200
2014,08,22,31.800
2014,08,23,31.400
2014,08,24,32.000
2014,08,25,31.400
2014,08,26,30.800
2014,08,27,
2014,08,28,31.200
2014,08,29,31.200
2014,08,30,31.400
2014,08,31,31.600
2014,09,01,31.200
2014,09,02,31.000
2014,09,03,31.800
2014,09,04,31.900
2014,09,05,31.300
2014,09,06,31.800
2014,09,07,
2014,09,08,32.600
2014,09,09,31.700
2014,09,10,32.300
2014,09,11,32.000
2014,09,12,31.500
2014,09,13,32.700
2014,09,14,32.400
2014,09,15,31.400
2014,09,16,31.300
2014,09,17,30.900
2014,09,18,31.300
2014,09,19,30.600
2014,09,20,31.500
2014,09,21,32.400
2014,09,22,31.700
2014,09,23,31.900
2014,09,24,31.900
2014,09,25,31.700
2014,09,26,31.400
2014,09,27,32.000
2014,09,28,31.200
2014,09,29,31.900
2014,09,30,31.800
2014,10,01,31.300
2014,10,02,31.300
2014,10,03,32.100
2014,10,04,32.000
2014,10,05,32.400
2014,10,06,33.000
2014,10,07,31.800
2014,10,08,31.800
2014,10,09,
2014,10,10,
2014,10,11,32.600
2014,10,12,32.500
2014,10,13,31.900
2014,10,14,32.200
2014,10,15,31.800
2014,10,16,32.300
2014,10,17,32.600
2014,10,18,32.100
2014,10,19,31.600
2014,10,20,31.800
2014,10,21,31.600
2014,10,22,31.900
2014,10,23,31.600
2014,10,24,31.700
2014,10,25,32.700
2014,10,26,31.900
2014,10,27,32.300
2014,10,28,31.600
2014,10,29,31.700
2014,10,30,31.700
2014,10,31,32.200
2014,11,01,32.000
2014,11,02,32.000
2014,11,03,30.900
2014,11,04,31.300
2014,11,05,32.100
2014,11,06,31.600
2014,11,07,32.200
2014,11,08,31.500
2014,11,09,32.500
2014,11,10,31.700
2014,11,11,31.100
2014,11,12,31.900
2014,11,13,32.600
2014,11,14,32.600
2014,11,15,32.400
2014,11,16,32.200
2014,11,17,32.900
2014,11,18,32.600
2014,11,19,31.600
2014,11,20,32.000
2014,11,21,31.200
2014,11,22,31.800
2014,11,23,32.100
2014,11,24,32.200
2014,11,25,32.300
2014,11,26,31.500
2014,11,27,
2014,11,28,32.000
2014,11,29,31.900
2014,11,30,31.500
2014,12,01,32.600
2014,12,02,32.200
2014,12,03,31.900
2014,12,04,31.800
2014,12,05,31.300
2014,12,06,32.000
2014,12,07,32.300
2014,12,08,32.100
2014,12,09,31.900
2014,12,10,31.000
2014,12,11,32.200
2014,12,12,33.100
2014,12,13,32.000
2014,12,14,31.600
2014,12,15,32.300
2014,12,16,30.900
2014,12,17,31.700
2014,12,18,32.000
2014,12,19,32.100
2014,12,20,32.000
2014,12,21,32.200
2014,12,22,32.100
2014,12,23,31.600
2014,12,24,31.700
2014,12,25,31.500
2014,12,26,30.800
2014,12,27,31.600
2014,12,28,31.400
2014,12,29,30.900
2014,12,30,31.300
2014,12,31,31.000
2015,01,01,31.600
2015,01,02,31.600
2015,01,03,
2015,01,04,
2015,01,05,30.800
2015,01,06,30.900
2015,01,07,30.100
2015,01,08,30.300
2015,01,09,31.300
2015,01,10,30.900
2015,01,11,31.100
2015,01,12,31.200
2015,01,13,31.100
2015,01,14,31.500
2015,01,15,31.600
2015,01,16,32.000
2015,01,17,31.900
2015,01,18,31.300
2015,01,19,31.400
2015,01,20,32.000
2015,01,21,31.200
2015,01,22,31.700
2015,01,23,31.300
2015,01,24,31.800
2015,01,25,31.600
2015,01,26,32.500
2015,01,27,31.800
2015,01,28,31.900
2015,01,29,32.100
2015,01,30,32.000
2015,01,31,32.400
2015,02,01,32.500
2015,02,02,32.300
2015,02,03,31.700
2015,02,04,32.100
2015,02,05,32.600
2015,02,06,32.300
2015,02,07,32.700
2015,02,08,33.100
2015,02,09,32.700
2015,02,10,33.000
2015,02,11,32.900
2015,02,12,33.200
2015,02,13,32.900
2015,02,14,33.000
2015,02,15,32.600
2015,02,16,31.100
2015,02,17,32.500
2015,02,18,32.700
2015,02,19,31.700
2015,02,20,30.900
2015,02,21,
2015,02,22,29.500
2015,02,23,
2015,02,24,
2015,02,25,
2015,02,26,31.300
2015,02,27,31.000
2015,02,28,
2015,03,01,31.300
2015,03,02,30.500
2015,03,03,32.000
2015,03,04,31.800
2015,03,05,31.200
2015,03,06,30.400
2015,03,07,
2015,03,08,
2015,03,09,
2015,03,10,
2015,03,11,30.800
2015,03,12,31.400
2015,03,13,31.700
2015,03,14,31.600
2015,03,15,33.200
2015,03,16,32.000
2015,03,17,31.700
2015,03,18,32.500
2015,03,19,30.900
2015,03,20,32.200
2015,03,21,30.800
2015,03,22,30.300
2015,03,23,
2015,03,24,
2015,03,25,31.200
2015,03,26,31.700
2015,03,27,31.000
2015,03,28,31.800
2015,03,29,31.700
2015,03,30,29.500
2015,03,31,30.600
2015,04,01,30.600
2015,04,02,
2015,04,03,31.400
2015,04,04,30.400
2015,04,05,31.500
2015,04,06,31.900
2015,04,07,31.700
2015,04,08,32.600
2015,04,09,31.200
2015,04,10,31.000
2015,04,11,30.800
2015,04,12,31.400
2015,04,13,
2015,04,14,
2015,04,15,31.300
2015,04,16,31.400
2015,04,17,31.000
2015,04,18,31.100
2015,04,19,31.400
2015,04,20,30.000
2015,04,21,32.200
2015,04,22,31.900
2015,04,23,30.000
2015,04,24,30.100
2015,04,25,31.500
2015,04,26,31.500
2015,04,27,31.700
2015,04,28,31.400
2015,04,29,30.200
2015,04,30,31.300
2015,05,01,31.700
2015,05,02,31.800
2015,05,03,31.800
2015,05,04,32.500
2015,05,05,31.500
2015,05,06,32.500
2015,05,07,31.400
2015,05,08,31.700
2015,05,09,31.200
2015,05,10,31.100
2015,05,11,31.500
2015,05,12,31.600
2015,05,13,
2015,05,14,
2015,05,15,
2015,05,16,
2015,05,17,32.100
2015,05,18,31.700
2015,05,19,32.100
2015,05,20,32.200
2015,05,21,32.600
2015,05,22,32.400
2015,05,23,31.400
2015,05,24,31.400
2015,05,25,31.700
2015,05,26,
2015,05,27,31.400
2015,05,28,31.000
2015,05,29,31.500
2015,05,30,31.200
2015,05,31,31.100
2015,06,01,31.800
2015,06,02,31.300
2015,06,03,31.800
2015,06,04,30.100
2015,06,05,30.900
2015,06,06,30.600
2015,06,07,31.900
2015,06,08,30.000
2015,06,09,30.500
2015,06,10,31.200
2015,06,11,31.100
2015,06,12,31.400
2015,06,13,30.800
2015,06,14,30.400
2015,06,15,31.800
2015,06,16,30.800
2015,06,17,31.400
2015,06,18,30.800
2015,06,19,30.600
2015,06,20,31.100
2015,06,21,30.900
2015,06,22,31.700
2015,06,23,
2015,06,24,30.700
2015,06,25,30.500
2015,06,26,30.900
2015,06,27,32.600
2015,06,28,32.200
2015,06,29,30.600
2015,06,30,30.100
2015,07,01,30.600
2015,07,02,31.500
2015,07,03,29.200
2015,07,04,29.700
2015,07,05,
2015,07,06,31.200
2015,07,07,31.500
2015,07,08,29.900
2015,07,09,30.700
2015,07,10,30.300
2015,07,11,30.700
2015,07,12,31.500
2015,07,13,31.000
2015,07,14,30.600
2015,07,15,31.800
2015,07,16,29.500
2015,07,17,29.300
2015,07,18,30.300
2015,07,19,30.900
2015,07,20,30.000
2015,07,21,30.200
2015,07,22,30.600
2015,07,23,30.900
2015,07,24,30.700
2015,07,25,30.200
2015,07,26,30.200
2015,07,27,30.400
2015,07,28,30.100
2015,07,29,30.500
2015,07,30,30.700
2015,07,31,30.200
2015,08,01,31.800
2015,08,02,30.700
2015,08,03,30.900
2015,08,04,31.000
2015,08,05,30.800
2015,08,06,31.400
2015,08,07,30.500
2015,08,08,31.800
2015,08,09,31.800
2015,08,10,31.700
2015,08,11,30.700
2015,08,12,31.600
2015,08,13,32.000
2015,08,14,31.600
2015,08,15,31.300
2015,08,16,31.400
2015,08,17,32.100
2015,08,18,30.400
2015,08,19,30.700
2015,08,20,30.400
2015,08,21,31.600
2015,08,22,30.300
2015,08,23,30.500
2015,08,24,30.000
2015,08,25,30.900
2015,08,26,30.900
2015,08,27,30.500
2015,08,28,30.700
2015,08,29,30.800
2015,08,30,31.400
2015,08,31,31.700
2015,09,01,31.100
2015,09,02,
2015,09,03,30.400
2015,09,04,30.500
2015,09,05,31.600
2015,09,06,30.200
2015,09,07,31.000
2015,09,08,30.700
2015,09,09,31.000
2015,09,10,32.200
2015,09,11,32.600
2015,09,12,31.500
2015,09,13,30.500
2015,09,14,30.800
2015,09,15,31.600
2015,09,16,32.100
2015,09,17,31.600
2015,09,18,31.400
2015,09,19,31.400
2015,09,20,30.700
2015,09,21,30.700
2015,09,22,31.300
2015,09,23,31.200
2015,09,24,31.600
2015,09,25,31.300
2015,09,26,31.500
2015,09,27,31.500
2015,09,28,31.600
2015,09,29,31.100
2015,09,30,31.600
2015,10,01,31.600
2015,10,02,32.100
2015,10,03,31.500
2015,10,04,31.800
2015,10,05,31.900
2015,10,06,33.000
2015,10,07,31.800
2015,10,08,31.200
2015,10,09,31.600
2015,10,10,31.200
2015,10,11,31.400
2015,10,12,32.000
2015,10,13,32.800
2015,10,14,33.000
2015,10,15,32.400
2015,10,16,
2015,10,17,31.800
2015,10,18,31.900
2015,10,19,32.100
2015,10,20,31.700
2015,10,21,32.300
2015,10,22,31.700
2015,10,23,31.600
2015,10,24,31.700
2015,10,25,31.800
2015,10,26,32.500
2015,10,27,31.500
2015,10,28,31.800
2015,10,29,31.900
2015,10,30,31.800
2015,10,31,31.200
2015,11,01,31.800
2015,11,02,31.700
2015,11,03,32.800
2015,11,04,33.300
2015,11,05,32.600
2015,11,06,32.400
2015,11,07,32.000
2015,11,08,32.000
2015,11,09,31.600
2015,11,10,32.600
2015,11,11,32.200
2015,11,12,31.800
2015,11,13,31.700
2015,11,14,32.100
2015,11,15,32.600
2015,11,16,32.700
2015,11,17,32.100
2015,11,18,32.700
2015,11,19,32.700
2015,11,20,33.000
2015,11,21,32.900
2015,11,22,33.000
2015,11,23,32.900
2015,11,24,32.900
2015,11,25,33.000
2015,11,26,32.700
2015,11,27,
2015,11,28,32.700
2015,11,29,33.100
2015,11,30,32.500
2015,12,01,32.400
2015,12,02,33.300
2015,12,03,32.800
2015,12,04,32.400
2015,12,05,32.600
2015,12,06,33.000
2015,12,07,33.000
2015,12,08,33.100
2015,12,09,33.000
2015,12,10,32.300
2015,12,11,32.300
2015,12,12,32.900
2015,12,13,33.100
2015,12,14,32.400
2015,12,15,32.300
2015,12,16,32.500
2015,12,17,30.700
2015,12,18,32.000
2015,12,19,32.600
2015,12,20,31.800
2015,12,21,32.300
2015,12,22,32.400
2015,12,23,33.200
2015,12,24,30.900
2015,12,25,32.300
2015,12,26,31.900
2015,12,27,32.100
2015,12,28,
2015,12,29,33.300
2015,12,30,33.000
2015,12,31,32.500
2016,01,01,31.400
2016,01,02,32.100
2016,01,03,32.500
2016,01,04,32.600
2016,01,05,32.600
2016,01,06,32.400
2016,01,07,30.000
2016,01,08,30.700
2016,01,09,29.800
2016,01,10,31.300
2016,01,11,31.500
2016,01,12,32.100
2016,01,13,31.500
2016,01,14,29.900
2016,01,15,31.900
2016,01,16,32.100
2016,01,17,31.900
2016,01,18,31.100
2016,01,19,
2016,01,20,31.400
2016,01,21,
2016,01,22,30.800
2016,01,23,
2016,01,24,31.600
2016,01,25,30.800
2016,01,26,31.100
2016,01,27,31.200
2016,01,28,31.300
2016,01,29,30.500
2016,01,30,31.500
2016,01,31,30.700
2016,02,01,
2016,02,02,29.300
2016,02,03,
2016,02,04,31.100
2016,02,05,31.600
2016,02,06,32.300
2016,02,07,31.700
2016,02,08,30.800
2016,02,09,31.600
2016,02,10,31.800
2016,02,11,31.800
2016,02,12,32.200
2016,02,13,31.900
2016,02,14,31.900
2016,02,15,31.500
2016,02,16,32.700
2016,02,17,32.800
2016,02,18,32.700
2016,02,19,31.600
2016,02,20,
2016,02,21,31.500
2016,02,22,31.800
2016,02,23,29.600
2016,02,24,32.400
2016,02,25,32.300
2016,02,26,32.100
2016,02,27,32.500
2016,02,28,30.400
2016,02,29,32.100
2016,03,01,33.100
2016,03,02,33.500
2016,03,03,32.800
2016,03,04,31.900
2016,03,05,32.600
2016,03,06,33.000
2016,03,07,32.900
2016,03,08,33.200
2016,03,09,31.800
2016,03,10,32.100
2016,03,11,33.200
2016,03,12,33.100
2016,03,13,32.500
2016,03,14,32.100
2016,03,15,32.300
2016,03,16,32.200
2016,03,17,30.400
2016,03,18,32.200
2016,03,19,32.500
2016,03,20,32.100
2016,03,21,32.200
2016,03,22,32.800
2016,03,23,32.800
2016,03,24,32.100
2016,03,25,32.100
2016,03,26,32.500
2016,03,27,32.400
2016,03,28,32.300
2016,03,29,31.800
2016,03,30,31.000
2016,03,31,30.900
2016,04,01,
2016,04,02,
2016,04,03,
2016,04,04,30.800
2016,04,05,32.000
2016,04,06,32.100
2016,04,07,31.200
2016,04,08,31.200
2016,04,09,31.600
2016,04,10,31.700
2016,04,11,29.500
2016,04,12,31.900
2016,04,13,31.600
2016,04,14,32.100
2016,04,15,32.700
2016,04,16,31.900
2016,04,17,31.800
2016,04,18,30.200
2016,04,19,32.800
2016,04,20,32.800
2016,04,21,32.200
2016,04,22,
2016,04,23,32.100
2016,04,24,32.700
2016,04,25,31.600
2016,04,26,32.200
2016,04,27,32.300
2016,04,28,32.200
2016,04,29,31.100
2016,04,30,31.900
2016,05,01,32.000
2016,05,02,31.900
2016,05,03,32.000
2016,05,04,31.400
2016,05,05,31.300
2016,05,06,31.800
2016,05,07,32.200
2016,05,08,
2016,05,09,30.800
2016,05,10,32.000
2016,05,11,
2016,05,12,30.600
2016,05,13,31.200
2016,05,14,31.400
2016,05,15,31.600
2016,05,16,31.400
2016,05,17,31.200
2016,05,18,31.000
2016,05,19,31.000
2016,05,20,32.000
2016,05,21,31.200
2016,05,22,31.200
2016,05,23,31.300
2016,05,24,31.300
2016,05,25,31.100
2016,05,26,32.200
2016,05,27,31.300
2016,05,28,31.400
2016,05,29,31.900
2016,05,30,31.300
2016,05,31,30.100
2016,06,01,31.600
2016,06,02,31.700
2016,06,03,31.400
2016,06,04,31.900
2016,06,05,32.000
2016,06,06,31.500
2016,06,07,31.500
2016,06,08,31.600
2016,06,09,32.000
2016,06,10,31.900
2016,06,11,30.700
2016,06,12,31.600
2016,06,13,31.000
2016,06,14,31.600
2016,06,15,31.900
2016,06,16,
2016,06,17,31.900
2016,06,18,32.300
2016,06,19,31.600
2016,06,20,31.900
2016,06,21,32.600
2016,06,22,31.700
2016,06,23,32.300
2016,06,24,32.000
2016,06,25,31.300
2016,06,26,32.400
2016,06,27,31.400
2016,06,28,31.200
2016,06,29,
2016,06,30,
2016,07,01,32.200
2016,07,02,32.800
2016,07,03,32.700
2016,07,04,31.600
2016,07,05,32.200
2016,07,06,29.100
2016,07,07,32.500
2016,07,08,32.200
2016,07,09,31.000
2016,07,10,31.000
2016,07,11,30.700
2016,07,12,32.000
2016,07,13,32.200
2016,07,14,31.800
2016,07,15,
2016,07,16,33.100
2016,07,17,31.900
2016,07,18,31.200
2016,07,19,31.800
2016,07,20,31.700
2016,07,21,
2016,07,22,31.800
2016,07,23,33.200
2016,07,24,
2016,07,25,31.800
2016,07,26,32.600
2016,07,27,32.100
2016,07,28,31.300
2016,07,29,33.100
2016,07,30,
2016,07,31,32.500
2016,08,01,32.900
2016,08,02,31.700
2016,08,03,
2016,08,04,32.600
2016,08,05,32.800
2016,08,06,32.000
2016,08,07,32.900
2016,08,08,31.400
2016,08,09,31.500
2016,08,10,31.800
2016,08,11,31.200
2016,08,12,30.600
2016,08,13,30.600
2016,08,14,31.000
2016,08,15,31.500
2016,08,16,31.800
2016,08,17,31.700
2016,08,18,31.300
2016,08,19,31.300
2016,08,20,31.600
2016,08,21,31.200
2016,08,22,31.500
2016,08,23,31.100
2016,08,24,32.700
2016,08,25,32.100
2016,08,26,
2016,08,27,31.100
2016,08,28,31.200
2016,08,29,31.500
2016,08,30,
2016,08,31,32.200
2016,09,01,32.600
2016,09,02,33.200
2016,09,03,32.000
2016,09,04,32.500
2016,09,05,31.700
2016,09,06,31.200
2016,09,07,31.600
2016,09,08,30.900
2016,09,09,30.600
2016,09,10,32.200
2016,09,11,31.000
2016,09,12,32.500
2016,09,13,31.700
2016,09,14,32.600
2016,09,15,31.900
2016,09,16,31.800
2016,09,17,31.400
2016,09,18,31.200
2016,09,19,31.400
2016,09,20,31.700
2016,09,21,32.400
2016,09,22,31.800
2016,09,23,31.900
2016,09,24,31.600
2016,09,25,30.800
2016,09,26,31.800
2016,09,27,32.200
2016,09,28,32.400
2016,09,29,31.600
2016,09,30,32.700
2016,10,01,32.300
2016,10,02,32.100
2016,10,03,
2016,10,04,
2016,10,05,32.900
2016,10,06,32.700
2016,10,07,33.000
2016,10,08,32.500
2016,10,09,32.400
2016,10,10,32.800
2016,10,11,32.700
2016,10,12,32.900
2016,10,13,31.900
2016,10,14,32.700
2016,10,15,
2016,10,16,33.300
2016,10,17,
2016,10,18,32.700
2016,10,19,32.400
2016,10,20,31.700
2016,10,21,32.500
2016,10,22,32.000
2016,10,23,32.600
2016,10,24,32.500
2016,10,25,32.100
2016,10,26,32.500
2016,10,27,32.200
2016,10,28,32.400
2016,10,29,32.500
2016,10,30,33.300
2016,10,31,32.600
2016,11,01,
2016,11,02,33.100
2016,11,03,
2016,11,04,
2016,11,05,32.500
2016,11,06,32.700
2016,11,07,32.300
2016,11,08,32.700
2016,11,09,31.400
2016,11,10,32.000
2016,11,11,32.200
2016,11,12,32.900
2016,11,13,32.400
2016,11,14,32.000
2016,11,15,32.600
2016,11,16,
2016,11,17,32.700
2016,11,18,32.600
2016,11,19,32.600
2016,11,20,32.300
2016,11,21,33.100
2016,11,22,32.800
2016,11,23,33.100
2016,11,24,33.200
2016,11,25,33.100
2016,11,26,33.000
2016,11,27,33.100
2016,11,28,32.700
2016,11,29,32.600
2016,11,30,32.400
2016,12,01,32.600
2016,12,02,33.400
2016,12,03,33.100
2016,12,04,33.300
2016,12,05,32.700
2016,12,06,33.200
2016,12,07,32.800
2016,12,08,33.500
2016,12,09,33.100
2016,12,10,33.100
2016,12,11,32.900
2016,12,12,32.800
2016,12,13,32.700
2016,12,14,32.100
2016,12,15,32.300
2016,12,16,31.000
2016,12,17,32.400
2016,12,18,
2016,12,19,31.600
2016,12,20,33.000
2016,12,21,32.400
2016,12,22,32.600
2016,12,23,33.300
2016,12,24,
2016,12,25,32.200
2016,12,26,32.700
2016,12,27,33.000
2016,12,28,31.800
2016,12,29,
2016,12,30,32.200
2016,12,31,32.000
2017,01,01,32.400
2017,01,02,32.200
2017,01,03,31.400
2017,01,04,30.800
2017,01,05,31.800
2017,01,06,32.600
2017,01,07,31.500
2017,01,08,29.800
2017,01,09,30.600
2017,01,10,31.800
2017,01,11,
2017,01,12,31.400
2017,01,13,31.100
2017,01,14,30.900
2017,01,15,30.700
2017,01,16,31.500
2017,01,17,32.100
2017,01,18,30.000
2017,01,19,30.600
2017,01,20,30.300
2017,01,21,31.700
2017,01,22,32.000
2017,01,23,31.900
2017,01,24,31.500
2017,01,25,31.700
2017,01,26,32.000
2017,01,27,31.000
2017,01,28,31.300
2017,01,29,31.300
2017,01,30,31.500
2017,01,31,31.000
2017,02,01,31.300
2017,02,02,31.800
2017,02,03,32.100
2017,02,04,32.400
2017,02,05,32.700
2017,02,06,32.600
2017,02,07,33.000
2017,02,08,33.100
2017,02,09,33.000
2017,02,10,32.900
2017,02,11,
2017,02,12,29.400
2017,02,13,30.200
2017,02,14,32.200
2017,02,15,32.700
2017,02,16,32.000
2017,02,17,
2017,02,18,30.500
2017,02,19,29.000
2017,02,20,
2017,02,21,30.700
2017,02,22,31.300
2017,02,23,32.200
2017,02,24,31.200
2017,02,25,31.900
2017,02,26,31.400
2017,02,27,
2017,02,28,30.600
2017,03,01,30.900
2017,03,02,30.100
2017,03,03,30.500
2017,03,04,30.200
2017,03,05,30.500
2017,03,06,31.600
2017,03,07,31.800
2017,03,08,
2017,03,09,
2017,03,10,31.200
2017,03,11,30.500
2017,03,12,30.800
2017,03,13,
2017,03,14,31.200
2017,03,15,31.800
2017,03,16,30.500
2017,03,17,31.600
2017,03,18,31.700
2017,03,19,31.000
2017,03,20,30.700
2017,03,21,31.600
2017,03,22,
2017,03,23,
2017,03,24,
2017,03,25,31.100
2017,03,26,
2017,03,27,30.200
2017,03,28,31.700
2017,03,29,32.700
2017,03,30,30.300
2017,03,31,31.500
2017,04,01,
2017,04,02,31.500
2017,04,03,31.800
2017,04,04,31.600
2017,04,05,29.300
2017,04,06,32.000
2017,04,07,31.800
2017,04,08,32.000
2017,04,09,32.400
2017,04,10,29.600
2017,04,11,
2017,04,12,31.700
2017,04,13,29.500
2017,04,14,29.400
2017,04,15,31.800
2017,04,16,32.400
2017,04,17,32.100
2017,04,18,31.900
2017,04,19,32.200
2017,04,20,31.300
2017,04,21,31.300
2017,04,22,31.100
2017,04,23,31.400
2017,04,24,30.700
2017,04,25,31.600
2017,04,26,31.700
2017,04,27,30.400
2017,04,28,29.900
2017,04,29,31.700
2017,04,30,30.100
2017,05,01,31.500
2017,05,02,32.200
2017,05,03,31.700
2017,05,04,31.800
2017,05,05,31.600
2017,05,06,32.400
2017,05,07,32.300
2017,05,08,31.100
2017,05,09,
2017,05,10,31.300
2017,05,11,32.500
2017,05,12,32.300
2017,05,13,32.300
2017,05,14,32.500
2017,05,15,31.700
2017,05,16,32.100
2017,05,17,32.600
2017,05,18,31.900
2017,05,19,31.200
2017,05,20,31.500
2017,05,21,31.900
2017,05,22,32.200
2017,05,23,32.500
2017,05,24,
2017,05,25,31.700
2017,05,26,31.800
2017,05,27,32.100
2017,05,28,
2017,05,29,
2017,05,30,31.700
2017,05,31,30.800
2017,06,01,32.000
2017,06,02,31.600
2017,06,03,32.000
2017,06,04,32.000
2017,06,05,31.100
2017,06,06,31.500
2017,06,07,
2017,06,08,32.500
2017,06,09,
2017,06,10,31.800
2017,06,11,30.300
2017,06,12,31.200
2017,06,13,31.900
2017,06,14,31.700
2017,06,15,31.900
2017,06,16,30.600
2017,06,17,31.700
2017,06,18,32.000
2017,06,19,31.100
2017,06,20,31.300
2017,06,21,31.500
2017,06,22,32.300
2017,06,23,31.400
2017,06,24,32.400
2017,06,25,
2017,06,26,31.700
2017,06,27,31.200
2017,06,28,32.400
2017,06,29,30.700
2017,06,30,29.400
2017,07,01,31.500
2017,07,02,31.300
2017,07,03,31.800
2017,07,04,32.100
2017,07,05,31.300
2017,07,06,30.300
2017,07,07,
2017,07,08,32.500
2017,07,09,32.300
2017,07,10,31.300
2017,07,11,31.900
2017,07,12,31.800
2017,07,13,32.200
2017,07,14,32.900
2017,07,15,31.700
2017,07,16,32.900
2017,07,17,31.900
2017,07,18,29.800
2017,07,19,32.800
2017,07,20,
2017,07,21,
2017,07,22,30.700
2017,07,23,30.600
