hora,viagens
5,22.0
6,45.0
7,71.0
8,70.0
9,43.0
10,56.0
11,62.0
12,71.0
13,64.0
14,56.0
15,81.0
16,136.0
17,203.0
18,159.0
19,141.0
20,135.0
21,80.0
22,44.0
23,11.0
