hora,viagens
5,31.0
6,113.0
7,219.0
8,108.0
9,90.0
10,98.0
11,109.0
12,138.0
13,115.0
14,106.0
15,116.0
16,216.0
17,319.0
18,313.0
19,222.0
20,177.0
21,125.0
22,60.0
23,16.0
