hora,viagens
5,5.0
6,8.0
7,15.0
8,18.0
9,13.0
10,28.0
11,19.0
12,33.0
13,16.0
14,18.0
15,27.0
16,50.0
17,61.0
18,72.0
19,56.0
20,38.0
21,16.0
22,8.0
23,1.0
