hora,viagens
5,17.0
6,39.0
7,92.0
8,52.0
9,56.0
10,53.0
11,53.0
12,66.0
13,75.0
14,72.0
15,62.0
16,119.0
17,173.0
18,157.0
19,120.0
20,99.0
21,60.0
22,17.0
23,2.0
