hora,viagens
5,17.0
6,43.0
7,67.0
8,56.0
9,47.0
10,38.0
11,44.0
12,57.0
13,53.0
14,68.0
15,81.0
16,109.0
17,149.0
18,112.0
19,100.0
20,71.0
21,38.0
22,25.0
23,16.0
