hora,viagens
5,13.0
6,25.0
7,37.0
8,33.0
9,35.0
10,46.0
11,36.0
12,37.0
13,31.0
14,35.0
15,35.0
16,72.0
17,66.0
18,58.0
19,49.0
20,27.0
21,37.0
22,11.0
23,11.0
