hora,viagens
5,18.0
6,61.0
7,124.0
8,74.0
9,87.0
10,65.0
11,79.0
12,82.0
13,67.0
14,83.0
15,104.0
16,148.0
17,207.0
18,216.0
19,165.0
20,114.0
21,89.0
22,55.0
23,10.0
