hora,viagens
5,34.0
6,66.0
7,167.0
8,139.0
9,108.0
10,118.0
11,110.0
12,96.0
13,95.0
14,111.0
15,139.0
16,221.0
17,322.0
18,266.0
19,168.0
20,139.0
21,96.0
22,36.0
23,28.0
