hora,viagens
5,18.0
6,52.0
7,76.0
8,63.0
9,65.0
10,90.0
11,107.0
12,103.0
13,52.0
14,74.0
15,77.0
16,124.0
17,191.0
18,143.0
19,133.0
20,79.0
21,55.0
22,32.0
23,21.0
