hora,viagens
5,18.0
6,35.0
7,70.0
8,54.0
9,53.0
10,67.0
11,76.0
12,68.0
13,59.0
14,68.0
15,109.0
16,124.0
17,180.0
18,198.0
19,136.0
20,104.0
21,76.0
22,39.0
23,24.0
