hora,viagens
5,19.0
6,46.0
7,81.0
8,59.0
9,49.0
10,67.0
11,81.0
12,89.0
13,70.0
14,72.0
15,82.0
16,121.0
17,244.0
18,193.0
19,125.0
20,119.0
21,73.0
22,44.0
23,19.0
