hora,viagens
5,13.0
6,34.0
7,58.0
8,69.0
9,78.0
10,74.0
11,87.0
12,64.0
13,46.0
14,47.0
15,67.0
16,98.0
17,89.0
18,125.0
19,78.0
20,63.0
21,43.0
22,37.0
23,16.0
