hora,viagens
5,45.0
6,61.0
7,134.0
8,71.0
9,49.0
10,59.0
11,69.0
12,83.0
13,81.0
14,60.0
15,80.0
16,151.0
17,204.0
18,201.0
19,107.0
20,106.0
21,54.0
22,28.0
23,11.0
