hora,viagens
5,24.0
6,58.0
7,118.0
8,103.0
9,57.0
10,56.0
11,73.0
12,80.0
13,77.0
14,73.0
15,99.0
16,139.0
17,205.0
18,205.0
19,152.0
20,136.0
21,80.0
22,32.0
23,9.0
