hora,viagens
5,13.0
6,50.0
7,88.0
8,54.0
9,46.0
10,57.0
11,57.0
12,67.0
13,77.0
14,74.0
15,83.0
16,122.0
17,161.0
18,167.0
19,138.0
20,79.0
21,68.0
22,33.0
23,11.0
