hora,viagens
5,0.0
6,1.0
7,0.0
8,19.0
9,37.0
10,91.0
11,84.0
12,48.0
13,32.0
14,32.0
15,56.0
16,98.0
17,88.0
18,87.0
19,43.0
20,44.0
21,15.0
22,7.0
23,0.0
