hora,viagens
5,15.0
6,27.0
7,80.0
8,73.0
9,55.0
10,67.0
11,70.0
12,73.0
13,87.0
14,84.0
15,97.0
16,137.0
17,171.0
18,161.0
19,123.0
20,106.0
21,76.0
22,38.0
23,27.0
