hora,viagens
5,16.0
6,53.0
7,95.0
8,67.0
9,39.0
10,45.0
11,56.0
12,90.0
13,63.0
14,70.0
15,72.0
16,116.0
17,174.0
18,148.0
19,92.0
20,88.0
21,50.0
22,31.0
23,22.0
