hora,viagens
5,16.0
6,46.0
7,84.0
8,57.0
9,39.0
10,49.0
11,69.0
12,77.0
13,57.0
14,48.0
15,66.0
16,67.0
17,136.0
18,149.0
19,74.0
20,100.0
21,39.0
22,28.0
23,7.0
