hora,viagens
5,3.0
6,2.0
7,10.0
8,10.0
9,16.0
10,12.0
11,13.0
12,8.0
13,18.0
14,39.0
15,79.0
16,98.0
17,131.0
18,112.0
19,83.0
20,70.0
21,39.0
22,29.0
23,17.0
