hora,viagens
5,24.0
6,54.0
7,118.0
8,78.0
9,56.0
10,56.0
11,87.0
12,86.0
13,95.0
14,88.0
15,110.0
16,187.0
17,279.0
18,236.0
19,185.0
20,128.0
21,63.0
22,41.0
23,16.0
