hora,viagens
5,18.0
6,42.0
7,86.0
8,52.0
9,40.0
10,44.0
11,56.0
12,65.0
13,62.0
14,34.0
15,57.0
16,101.0
17,145.0
18,137.0
19,94.0
20,60.0
21,52.0
22,18.0
23,12.0
