hora,viagens
5,0.0
6,7.0
7,16.0
8,9.0
9,18.0
10,11.0
11,42.0
12,53.0
13,58.0
14,54.0
15,80.0
16,75.0
17,111.0
18,122.0
19,85.0
20,95.0
21,57.0
22,20.0
23,10.0
