hora,viagens
5,18.0
6,62.0
7,109.0
8,53.0
9,51.0
10,51.0
11,71.0
12,77.0
13,76.0
14,75.0
15,96.0
16,104.0
17,166.0
18,182.0
19,92.0
20,62.0
21,63.0
22,29.0
23,7.0
