hora,viagens
5,0.0
6,16.0
7,73.0
8,121.0
9,122.0
10,103.0
11,102.0
12,112.0
13,33.0
14,31.0
15,74.0
16,138.0
17,193.0
18,132.0
19,101.0
20,84.0
21,62.0
22,24.0
23,9.0
