hora,viagens
5,32.0
6,63.0
7,92.0
8,115.0
9,107.0
10,94.0
11,60.0
12,40.0
13,33.0
14,39.0
15,65.0
16,135.0
17,184.0
18,148.0
19,125.0
20,91.0
21,48.0
22,24.0
23,5.0
