hora,viagens
5,37.0
6,65.0
7,102.0
8,82.0
9,59.0
10,67.0
11,52.0
12,94.0
13,67.0
14,69.0
15,80.0
16,130.0
17,199.0
18,174.0
19,121.0
20,95.0
21,55.0
22,28.0
23,7.0
