hora,viagens
5,28.0
6,84.0
7,171.0
8,112.0
9,113.0
10,70.0
11,108.0
12,89.0
13,81.0
14,106.0
15,117.0
16,195.0
17,264.0
18,298.0
19,179.0
20,138.0
21,77.0
22,34.0
23,16.0
