hora,viagens
5,9.0
6,28.0
7,47.0
8,48.0
9,55.0
10,61.0
11,53.0
12,57.0
13,45.0
14,57.0
15,44.0
16,73.0
17,111.0
18,102.0
19,74.0
20,69.0
21,38.0
22,26.0
23,19.0
