hora,viagens
5,34.0
6,93.0
7,184.0
8,117.0
9,98.0
10,86.0
11,103.0
12,91.0
13,106.0
14,109.0
15,119.0
16,193.0
17,290.0
18,224.0
19,166.0
20,117.0
21,84.0
22,53.0
23,12.0
