hora,viagens
5,29.0
6,36.0
7,79.0
8,75.0
9,40.0
10,43.0
11,59.0
12,69.0
13,65.0
14,76.0
15,99.0
16,121.0
17,200.0
18,174.0
19,136.0
20,83.0
21,58.0
22,22.0
23,7.0
