hora,viagens
5,16.0
6,43.0
7,49.0
8,37.0
9,23.0
10,12.0
11,24.0
12,41.0
13,22.0
14,29.0
15,31.0
16,75.0
17,95.0
18,106.0
19,115.0
20,91.0
21,65.0
22,15.0
23,5.0
