hora,viagens
5,15.0
6,28.0
7,57.0
8,43.0
9,49.0
10,57.0
11,66.0
12,41.0
13,55.0
14,55.0
15,67.0
16,99.0
17,132.0
18,107.0
19,108.0
20,65.0
21,58.0
22,26.0
23,9.0
