hora,viagens
5,19.0
6,55.0
7,132.0
8,82.0
9,61.0
10,43.0
11,74.0
12,56.0
13,52.0
14,55.0
15,38.0
16,98.0
17,171.0
18,191.0
19,116.0
20,75.0
21,77.0
22,24.0
23,11.0
