hora,viagens
5,23.0
6,39.0
7,89.0
8,68.0
9,28.0
10,41.0
11,60.0
12,89.0
13,73.0
14,67.0
15,73.0
16,140.0
17,213.0
18,191.0
19,145.0
20,105.0
21,67.0
22,24.0
23,3.0
