hora,viagens
5,18.0
6,68.0
7,93.0
8,142.0
9,171.0
10,169.0
11,110.0
12,95.0
13,58.0
14,72.0
15,92.0
16,168.0
17,203.0
18,166.0
19,97.0
20,77.0
21,51.0
22,17.0
23,9.0
