hora,viagens
5,39.0
6,91.0
7,160.0
8,116.0
9,115.0
10,86.0
11,107.0
12,103.0
13,72.0
14,73.0
15,161.0
16,203.0
17,343.0
18,266.0
19,235.0
20,185.0
21,104.0
22,53.0
23,26.0
