hora,viagens
5,11.0
6,63.0
7,155.0
8,137.0
9,133.0
10,123.0
11,87.0
12,53.0
13,39.0
14,30.0
15,75.0
16,79.0
17,126.0
18,103.0
19,73.0
20,55.0
21,36.0
22,15.0
23,6.0
