hora,viagens
5,15.0
6,17.0
7,20.0
8,22.0
9,35.0
10,35.0
11,32.0
12,48.0
13,55.0
14,56.0
15,89.0
16,117.0
17,127.0
18,142.0
19,117.0
20,97.0
21,46.0
22,24.0
23,14.0
