hora,viagens
5,26.0
6,98.0
7,189.0
8,106.0
9,99.0
10,89.0
11,142.0
12,141.0
13,117.0
14,109.0
15,149.0
16,202.0
17,377.0
18,318.0
19,212.0
20,177.0
21,118.0
22,74.0
23,32.0
