hora,viagens
5,20.0
6,49.0
7,77.0
8,52.0
9,46.0
10,42.0
11,62.0
12,68.0
13,63.0
14,49.0
15,72.0
16,122.0
17,166.0
18,174.0
19,117.0
20,93.0
21,70.0
22,25.0
23,3.0
