hora,viagens
5,13.0
6,58.0
7,117.0
8,115.0
9,140.0
10,121.0
11,101.0
12,66.0
13,52.0
14,60.0
15,96.0
16,147.0
17,177.0
18,147.0
19,138.0
20,74.0
21,69.0
22,38.0
23,13.0
