hora,viagens
5,16.0
6,40.0
7,68.0
8,56.0
9,40.0
10,52.0
11,46.0
12,61.0
13,58.0
14,47.0
15,78.0
16,130.0
17,184.0
18,181.0
19,142.0
20,117.0
21,60.0
22,21.0
23,11.0
