hora,viagens
5,27.0
6,65.0
7,103.0
8,94.0
9,54.0
10,56.0
11,69.0
12,91.0
13,64.0
14,66.0
15,90.0
16,134.0
17,198.0
18,183.0
19,121.0
20,87.0
21,75.0
22,26.0
23,8.0
