hora,viagens
5,26.0
6,63.0
7,110.0
8,77.0
9,64.0
10,65.0
11,64.0
12,71.0
13,73.0
14,73.0
15,86.0
16,145.0
17,219.0
18,203.0
19,155.0
20,93.0
21,71.0
22,18.0
23,6.0
