hora,viagens
5,32.0
6,72.0
7,135.0
8,103.0
9,76.0
10,90.0
11,87.0
12,109.0
13,108.0
14,106.0
15,154.0
16,190.0
17,252.0
18,274.0
19,135.0
20,156.0
21,87.0
22,54.0
23,16.0
