dia,M_3,F_3,O_3
2017-07-19,103,67,3.0
2017-07-20,115,56,0.0
2017-07-21,94,46,0.0
2017-07-22,102,43,0.0
2017-07-23,59,61,0.0
2017-07-24,130,60,0.0
2017-07-25,114,73,0.0
2017-07-26,203,115,0.0
2017-07-27,97,53,0.0
2017-07-28,84,37,1.0
2017-07-29,83,36,0.0
2017-07-30,64,37,0.0
2017-07-31,85,26,0.0
2017-08-01,78,42,0.0
2017-08-02,97,70,0.0
2017-08-03,126,74,0.0
2017-08-04,177,85,0.0
2017-08-05,128,58,1.0
2017-08-06,204,92,0.0
2017-08-07,152,92,1.0
2017-08-08,114,72,0.0
2017-08-09,85,53,0.0
2017-08-10,129,47,2.0
2017-08-11,155,29,0.0
2017-08-12,116,50,0.0
2017-08-13,67,47,0.0
2017-08-14,80,28,0.0
2017-08-15,170,81,0.0
2017-08-16,135,67,0.0
2017-08-17,141,70,0.0
2017-08-18,137,77,1.0
2017-08-19,133,80,1.0
2017-08-20,174,93,0.0
2017-08-21,107,69,0.0
2017-08-22,153,54,1.0
2017-08-23,159,75,0.0
2017-08-24,129,53,0.0
2017-08-25,144,46,0.0
2017-08-26,56,31,1.0
2017-08-27,77,54,0.0
2017-08-28,141,44,0.0
2017-08-29,144,86,1.0
2017-08-30,177,68,0.0
2017-08-31,118,52,0.0
2017-09-01,85,29,0.0
2017-09-02,47,27,0.0
2017-09-03,74,25,0.0
2017-09-04,104,44,0.0
2017-09-05,135,49,0.0
2017-09-06,105,43,0.0
2017-09-07,66,62,0.0
2017-09-08,85,38,0.0
2017-09-09,101,43,0.0
2017-09-10,56,44,0.0
2017-09-11,67,46,0.0
2017-09-12,103,44,0.0
2017-09-13,66,40,0.0
2017-09-14,73,45,1.0
2017-09-15,57,49,0.0
2017-09-16,58,36,0.0
2017-09-17,82,53,2.0
2017-09-18,132,56,0.0
2017-09-19,121,85,1.0
2017-09-20,103,46,0.0
2017-09-21,123,32,0.0
2017-09-22,110,43,0.0
2017-09-23,80,38,0.0
2017-09-24,85,38,0.0
2017-09-25,103,25,4.0
2017-09-26,109,44,0.0
2017-09-27,121,56,0.0
2017-09-28,179,63,0.0
2017-09-29,140,61,3.0
2017-09-30,76,37,0.0
2017-10-01,82,41,0.0
2017-10-02,89,39,1.0
2017-10-03,143,54,0.0
2017-10-04,121,61,1.0
2017-10-05,107,48,0.0
2017-10-06,96,53,0.0
2017-10-07,61,32,0.0
2017-10-08,49,36,0.0
2017-10-09,115,59,0.0
2017-10-10,69,25,0.0
2017-10-11,69,25,0.0
2017-10-12,109,54,0.0
2017-10-13,63,23,1.0
2017-10-14,50,16,0.0
2017-10-15,48,27,0.0
2017-10-16,73,39,0.0
2017-10-17,76,44,0.0
2017-10-18,95,63,0.0
2017-10-19,126,77,0.0
2017-10-20,65,47,0.0
2017-10-21,96,44,0.0
2017-10-22,118,90,0.0
2017-10-23,58,33,0.0
2017-10-24,84,29,0.0
2017-10-25,53,26,0.0
2017-10-26,66,42,0.0
2017-10-27,65,35,0.0
2017-10-28,53,30,0.0
2017-10-29,69,42,0.0
2017-10-30,76,49,0.0
2017-10-31,65,23,0.0
2017-11-01,60,37,0.0
2017-11-02,80,36,0.0
2017-11-03,89,43,0.0
2017-11-04,42,17,0.0
2017-11-05,42,19,0.0
2017-11-06,58,25,0.0
2017-11-07,54,29,0.0
2017-11-08,50,28,0.0
2017-11-09,87,42,0.0
2017-11-10,60,53,1.0
2017-11-11,50,38,0.0
2017-11-12,46,48,0.0
2017-11-13,42,24,0.0
2017-11-14,37,25,0.0
2017-11-15,72,46,0.0
2017-11-16,77,31,1.0
2017-11-17,92,36,0.0
2017-11-18,73,39,0.0
2017-11-19,122,60,0.0
2017-11-20,80,34,0.0
2017-11-21,69,18,0.0
2017-11-22,43,24,0.0
2017-11-23,66,31,1.0
2017-11-24,44,23,0.0
2017-11-25,73,33,0.0
2017-11-26,51,25,0.0
2017-11-27,79,20,0.0
2017-11-28,63,29,0.0
2017-11-29,66,24,0.0
2017-11-30,60,25,0.0
2017-12-01,77,18,0.0
2017-12-02,29,18,0.0
2017-12-03,20,38,0.0
2017-12-04,37,15,0.0
2017-12-05,23,14,0.0
2017-12-06,17,22,0.0
2017-12-07,34,9,0.0
2017-12-08,34,19,0.0
2017-12-09,29,17,0.0
2017-12-10,7,6,0.0
2017-12-11,19,12,0.0
2017-12-12,16,18,0.0
2017-12-13,47,25,0.0
2017-12-14,37,15,0.0
2017-12-15,45,27,0.0
2017-12-16,29,11,0.0
2017-12-17,41,15,0.0
2017-12-18,33,19,0.0
2017-12-19,13,9,0.0
2017-12-20,15,3,0.0
2017-12-21,23,8,0.0
2017-12-22,12,11,0.0
2017-12-23,14,7,0.0
2017-12-24,16,3,0.0
2017-12-25,21,17,0.0
2017-12-26,23,11,0.0
2017-12-27,24,8,0.0
2017-12-28,29,31,0.0
2017-12-29,64,21,0.0
2017-12-30,39,20,0.0
2017-12-31,34,13,0.0
