hora,viagens
5,31.0
6,98.0
7,160.0
8,100.0
9,110.0
10,89.0
11,114.0
12,128.0
13,115.0
14,107.0
15,119.0
16,200.0
17,285.0
18,248.0
19,137.0
20,120.0
21,97.0
22,48.0
23,27.0
