hora,viagens
5,26.0
6,54.0
7,114.0
8,122.0
9,114.0
10,120.0
11,94.0
12,41.0
13,48.0
14,55.0
15,86.0
16,177.0
17,153.0
18,129.0
19,98.0
20,96.0
21,31.0
22,40.0
23,18.0
