hora,viagens
5,5.0
6,13.0
7,37.0
8,51.0
9,32.0
10,39.0
11,55.0
12,28.0
13,29.0
14,28.0
15,62.0
16,103.0
17,98.0
18,77.0
19,55.0
20,46.0
21,29.0
22,32.0
23,6.0
