hora,viagens
5,32.0
6,93.0
7,179.0
8,118.0
9,92.0
10,91.0
11,104.0
12,125.0
13,94.0
14,81.0
15,110.0
16,178.0
17,301.0
18,272.0
19,215.0
20,156.0
21,107.0
22,43.0
23,17.0
