hora,viagens
5,23.0
6,71.0
7,113.0
8,83.0
9,51.0
10,45.0
11,71.0
12,104.0
13,76.0
14,57.0
15,76.0
16,133.0
17,218.0
18,154.0
19,109.0
20,101.0
21,64.0
22,29.0
23,8.0
