hora,viagens
5,23.0
6,59.0
7,158.0
8,87.0
9,64.0
10,86.0
11,84.0
12,131.0
13,105.0
14,98.0
15,134.0
16,195.0
17,298.0
18,315.0
19,170.0
20,132.0
21,96.0
22,58.0
23,11.0
