hora,viagens
5,11.0
6,41.0
7,46.0
8,64.0
9,49.0
10,66.0
11,51.0
12,51.0
13,34.0
14,36.0
15,47.0
16,74.0
17,123.0
18,119.0
19,107.0
20,57.0
21,37.0
22,16.0
23,10.0
