hora,viagens
5,21.0
6,54.0
7,65.0
8,60.0
9,40.0
10,45.0
11,60.0
12,54.0
13,47.0
14,54.0
15,74.0
16,108.0
17,137.0
18,123.0
19,87.0
20,51.0
21,47.0
22,21.0
23,18.0
