hora,viagens
5,10.0
6,24.0
7,29.0
8,35.0
9,39.0
10,47.0
11,34.0
12,37.0
13,26.0
14,24.0
15,35.0
16,56.0
17,59.0
18,66.0
19,47.0
20,45.0
21,31.0
22,21.0
23,5.0
