hora,viagens
5,35.0
6,77.0
7,114.0
8,74.0
9,53.0
10,54.0
11,77.0
12,96.0
13,79.0
14,66.0
15,73.0
16,120.0
17,186.0
18,162.0
19,127.0
20,86.0
21,58.0
22,31.0
23,12.0
