hora,viagens
5,7.0
6,29.0
7,71.0
8,113.0
9,113.0
10,118.0
11,113.0
12,56.0
13,46.0
14,57.0
15,86.0
16,155.0
17,218.0
18,167.0
19,184.0
20,87.0
21,73.0
22,37.0
23,16.0
