hora,viagens
5,14.0
6,66.0
7,103.0
8,23.0
9,27.0
10,39.0
11,76.0
12,94.0
13,80.0
14,74.0
15,92.0
16,123.0
17,210.0
18,196.0
19,130.0
20,86.0
21,60.0
22,31.0
23,11.0
