hora,viagens
5,18.0
6,59.0
7,92.0
8,70.0
9,62.0
10,63.0
11,81.0
12,86.0
13,79.0
14,63.0
15,81.0
16,147.0
17,218.0
18,156.0
19,166.0
20,95.0
21,59.0
22,25.0
23,12.0
