hora,viagens
5,5.0
6,18.0
7,32.0
8,20.0
9,20.0
10,8.0
11,14.0
12,24.0
13,21.0
14,18.0
15,27.0
16,41.0
17,50.0
18,75.0
19,53.0
20,58.0
21,31.0
22,19.0
23,7.0
