hora,viagens
5,16.0
6,42.0
7,37.0
8,20.0
9,51.0
10,33.0
11,58.0
12,84.0
13,80.0
14,88.0
15,85.0
16,102.0
17,144.0
18,178.0
19,115.0
20,108.0
21,53.0
22,30.0
23,15.0
