hora,viagens
5,27.0
6,36.0
7,68.0
8,69.0
9,47.0
10,38.0
11,66.0
12,61.0
13,53.0
14,42.0
15,52.0
16,75.0
17,130.0
18,106.0
19,91.0
20,75.0
21,51.0
22,16.0
23,8.0
